code,target,sigprice,gentime,usertag
SHFE.cu.2202,-1,71160,20220120144500000,entershort
SHFE.cu.2202,0,71150,20220120144600000,exitshort
SHFE.cu.2202,1,71170,20220120144700000,enterlong
SHFE.cu.2202,0,71130,20220120144900000,exitlong
SHFE.cu.2202,-1,71070,20220120145000000,entershort
SHFE.cu.2202,0,71100,20220120145100000,exitshort
SHFE.cu.2202,-1,71070,20220120145200000,entershort
SHFE.cu.2202,0,71030,20220120145500000,exitshort
SHFE.cu.2202,-1,71020,20220120145700000,entershort
SHFE.cu.2202,0,71020,20220120145900000,exitshort
SHFE.cu.2202,1,71080,20220120150000000,enterlong
SHFE.cu.2202,0,70980,20220120210100000,exitlong
SHFE.cu.2202,1,71080,20220120210300000,enterlong
SHFE.cu.2202,0,71280,20220120210800000,exitlong
SHFE.cu.2202,-1,71270,20220120210900000,entershort
SHFE.cu.2202,0,71150,20220120211200000,exitshort
SHFE.cu.2202,-1,71060,20220120211300000,entershort
SHFE.cu.2202,0,71150,20220120211400000,exitshort
SHFE.cu.2202,-1,71100,20220120211600000,entershort
SHFE.cu.2202,0,71180,20220120211800000,exitshort
SHFE.cu.2202,1,71260,20220120211900000,enterlong
SHFE.cu.2202,0,71230,20220120212000000,exitlong
SHFE.cu.2202,-1,71210,20220120212100000,entershort
SHFE.cu.2202,0,71280,20220120212200000,exitshort
SHFE.cu.2202,1,71310,20220120212300000,enterlong
SHFE.cu.2202,0,71280,20220120212600000,exitlong
SHFE.cu.2202,-1,71270,20220120212700000,entershort
SHFE.cu.2202,0,71340,20220120213100000,exitshort
SHFE.cu.2202,-1,71350,20220120213300000,entershort
SHFE.cu.2202,0,71310,20220120213500000,exitshort
SHFE.cu.2202,1,71340,20220120213600000,enterlong
SHFE.cu.2202,0,71300,20220120213800000,exitlong
SHFE.cu.2202,-1,71240,20220120213900000,entershort
SHFE.cu.2202,0,71290,20220120214200000,exitshort
SHFE.cu.2202,-1,71270,20220120214300000,entershort
SHFE.cu.2202,0,71320,20220120214500000,exitshort
SHFE.cu.2202,-1,71300,20220120214600000,entershort
SHFE.cu.2202,0,71350,20220120214700000,exitshort
SHFE.cu.2202,1,71350,20220120214800000,enterlong
SHFE.cu.2202,0,71390,20220120215200000,exitlong
SHFE.cu.2202,1,71440,20220120215300000,enterlong
SHFE.cu.2202,0,71390,20220120215500000,exitlong
SHFE.cu.2202,-1,71370,20220120215600000,entershort
SHFE.cu.2202,0,71370,20220120215700000,exitshort
SHFE.cu.2202,1,71390,20220120215900000,enterlong
SHFE.cu.2202,0,71380,20220120220100000,exitlong
SHFE.cu.2202,1,71450,20220120220200000,enterlong
SHFE.cu.2202,0,71420,20220120220400000,exitlong
SHFE.cu.2202,-1,71410,20220120220500000,entershort
SHFE.cu.2202,0,71440,20220120220600000,exitshort
SHFE.cu.2202,1,71490,20220120220900000,enterlong
SHFE.cu.2202,0,71450,20220120221100000,exitlong
SHFE.cu.2202,1,71450,20220120221200000,enterlong
SHFE.cu.2202,0,71430,20220120221300000,exitlong
SHFE.cu.2202,1,71420,20220120221500000,enterlong
SHFE.cu.2202,0,71420,20220120221700000,exitlong
SHFE.cu.2202,-1,71400,20220120221800000,entershort
SHFE.cu.2202,0,71430,20220120221900000,exitshort
SHFE.cu.2202,-1,71380,20220120222000000,entershort
SHFE.cu.2202,0,71440,20220120222100000,exitshort
SHFE.cu.2202,-1,71420,20220120222200000,entershort
SHFE.cu.2202,0,71470,20220120222300000,exitshort
SHFE.cu.2202,1,71500,20220120222400000,enterlong
SHFE.cu.2202,0,71500,20220120222500000,exitlong
SHFE.cu.2202,-1,71480,20220120222600000,entershort
SHFE.cu.2202,0,71510,20220120222700000,exitshort
SHFE.cu.2202,-1,71500,20220120223000000,entershort
SHFE.cu.2202,0,71520,20220120223100000,exitshort
SHFE.cu.2202,-1,71490,20220120223200000,entershort
SHFE.cu.2202,0,71500,20220120223300000,exitshort
SHFE.cu.2202,-1,71460,20220120223400000,entershort
SHFE.cu.2202,0,71490,20220120223700000,exitshort
SHFE.cu.2202,1,71530,20220120224000000,enterlong
SHFE.cu.2202,0,71510,20220120224400000,exitlong
SHFE.cu.2202,-1,71490,20220120224500000,entershort
SHFE.cu.2202,0,71540,20220120224700000,exitshort
SHFE.cu.2202,1,71610,20220120224800000,enterlong
SHFE.cu.2202,0,71700,20220120225400000,exitlong
SHFE.cu.2202,1,71750,20220120225600000,enterlong
SHFE.cu.2202,0,71730,20220120225800000,exitlong
SHFE.cu.2202,-1,71690,20220120225900000,entershort
SHFE.cu.2202,0,71680,20220120230000000,exitshort
SHFE.cu.2202,1,71670,20220120230100000,enterlong
SHFE.cu.2202,0,71670,20220120230400000,exitlong
SHFE.cu.2202,-1,71640,20220120230500000,entershort
SHFE.cu.2202,0,71670,20220120231100000,exitshort
SHFE.cu.2202,-1,71650,20220120231600000,entershort
SHFE.cu.2202,0,71630,20220120231800000,exitshort
SHFE.cu.2202,-1,71590,20220120231900000,entershort
SHFE.cu.2202,0,71620,20220120232600000,exitshort
SHFE.cu.2202,1,71640,20220120232700000,enterlong
SHFE.cu.2202,0,71630,20220120233100000,exitlong
SHFE.cu.2202,-1,71650,20220120233700000,entershort
SHFE.cu.2202,0,71670,20220120233800000,exitshort
SHFE.cu.2202,1,71700,20220120233900000,enterlong
SHFE.cu.2202,0,71670,20220120234800000,exitlong
SHFE.cu.2202,-1,71650,20220120234900000,entershort
SHFE.cu.2202,0,71660,20220120235000000,exitshort
SHFE.cu.2202,1,71670,20220120235200000,enterlong
SHFE.cu.2202,0,71690,20220120235500000,exitlong
SHFE.cu.2202,1,71700,20220120235600000,enterlong
SHFE.cu.2202,0,71700,20220120235700000,exitlong
SHFE.cu.2202,-1,71690,20220120235800000,entershort
SHFE.cu.2202,0,71680,20220121000000000,exitshort
SHFE.cu.2202,1,71690,20220121000100000,enterlong
SHFE.cu.2202,0,71660,20220121000200000,exitlong
SHFE.cu.2202,1,71680,20220121000300000,enterlong
SHFE.cu.2202,0,71670,20220121000400000,exitlong
SHFE.cu.2202,1,71680,20220121000500000,enterlong
SHFE.cu.2202,0,71700,20220121000800000,exitlong
SHFE.cu.2202,-1,71710,20220121000900000,entershort
SHFE.cu.2202,0,71710,20220121001000000,exitshort
SHFE.cu.2202,-1,71700,20220121001100000,entershort
SHFE.cu.2202,0,71690,20220121001300000,exitshort
SHFE.cu.2202,1,71670,20220121001400000,enterlong
SHFE.cu.2202,0,71690,20220121001700000,exitlong
SHFE.cu.2202,1,71710,20220121001800000,enterlong
SHFE.cu.2202,0,71710,20220121002000000,exitlong
SHFE.cu.2202,-1,71680,20220121002100000,entershort
SHFE.cu.2202,0,71670,20220121002200000,exitshort
SHFE.cu.2202,-1,71640,20220121002300000,entershort
SHFE.cu.2202,0,71640,20220121002600000,exitshort
SHFE.cu.2202,-1,71620,20220121002700000,entershort
SHFE.cu.2202,0,71620,20220121003100000,exitshort
SHFE.cu.2202,1,71640,20220121003200000,enterlong
SHFE.cu.2202,0,71670,20220121004300000,exitlong
SHFE.cu.2202,1,71660,20220121004400000,enterlong
SHFE.cu.2202,0,71670,20220121005500000,exitlong
SHFE.cu.2202,1,71690,20220121005600000,enterlong
SHFE.cu.2202,0,71670,20220121005900000,exitlong
SHFE.cu.2202,-1,71630,20220121010000000,entershort
SHFE.cu.2202,0,71210,20220121090100000,exitshort
SHFE.cu.2202,-1,71210,20220121090300000,entershort
SHFE.cu.2202,0,71140,20220121091500000,exitshort
SHFE.cu.2202,1,71230,20220121093000000,enterlong
SHFE.cu.2202,0,71250,20220121093300000,exitlong
SHFE.cu.2202,-1,71170,20220121093600000,entershort
SHFE.cu.2202,0,71210,20220121093700000,exitshort
SHFE.cu.2202,-1,71120,20220121093800000,entershort
SHFE.cu.2202,0,71150,20220121093900000,exitshort
SHFE.cu.2202,1,71190,20220121094100000,enterlong
SHFE.cu.2202,0,71180,20220121094400000,exitlong
SHFE.cu.2202,1,71200,20220121094500000,enterlong
SHFE.cu.2202,0,71130,20220121094600000,exitlong
SHFE.cu.2202,-1,71100,20220121094700000,entershort
SHFE.cu.2202,0,71120,20220121095100000,exitshort
SHFE.cu.2202,-1,71090,20220121095200000,entershort
SHFE.cu.2202,0,71130,20220121095300000,exitshort
SHFE.cu.2202,1,71150,20220121095400000,enterlong
SHFE.cu.2202,0,71140,20220121095500000,exitlong
SHFE.cu.2202,-1,71090,20220121095600000,entershort
SHFE.cu.2202,0,71030,20220121100300000,exitshort
SHFE.cu.2202,-1,71010,20220121100400000,entershort
SHFE.cu.2202,0,71050,20220121100600000,exitshort
SHFE.cu.2202,1,71070,20220121100900000,enterlong
SHFE.cu.2202,0,71040,20220121103100000,exitlong
SHFE.cu.2202,-1,71020,20220121103200000,entershort
SHFE.cu.2202,0,70970,20220121103500000,exitshort
SHFE.cu.2202,-1,70960,20220121103700000,entershort
SHFE.cu.2202,0,70860,20220121104200000,exitshort
SHFE.cu.2202,-1,70790,20220121104600000,entershort
SHFE.cu.2202,0,70820,20220121104700000,exitshort
SHFE.cu.2202,1,70850,20220121104800000,enterlong
SHFE.cu.2202,0,70810,20220121105300000,exitlong
SHFE.cu.2202,-1,70800,20220121105500000,entershort
SHFE.cu.2202,0,70830,20220121105600000,exitshort
SHFE.cu.2202,-1,70820,20220121110600000,entershort
SHFE.cu.2202,0,70800,20220121111300000,exitshort
SHFE.cu.2202,-1,70770,20220121111400000,entershort
SHFE.cu.2202,0,70800,20220121111600000,exitshort
SHFE.cu.2202,1,70810,20220121111700000,enterlong
SHFE.cu.2202,0,70780,20220121111800000,exitlong
SHFE.cu.2202,-1,70750,20220121111900000,entershort
SHFE.cu.2202,0,70770,20220121112200000,exitshort
SHFE.cu.2202,1,70780,20220121112300000,enterlong
SHFE.cu.2202,0,70850,20220121113000000,exitlong
SHFE.cu.2202,1,70970,20220121133100000,enterlong
SHFE.cu.2202,0,70980,20220121133900000,exitlong
SHFE.cu.2202,1,71000,20220121134200000,enterlong
SHFE.cu.2202,0,70990,20220121135500000,exitlong
SHFE.cu.2202,-1,70960,20220121135900000,entershort
SHFE.cu.2202,0,70980,20220121140100000,exitshort
SHFE.cu.2202,1,70990,20220121140300000,enterlong
SHFE.cu.2202,0,70950,20220121140500000,exitlong
SHFE.cu.2202,-1,70950,20220121140600000,entershort
SHFE.cu.2202,0,70970,20220121140700000,exitshort
SHFE.cu.2202,1,70980,20220121140800000,enterlong
SHFE.cu.2202,0,70970,20220121140900000,exitlong
SHFE.cu.2202,1,70990,20220121141400000,enterlong
SHFE.cu.2202,0,71020,20220121141900000,exitlong
SHFE.cu.2202,1,71030,20220121142100000,enterlong
SHFE.cu.2202,0,71030,20220121142500000,exitlong
SHFE.cu.2202,1,71050,20220121142700000,enterlong
SHFE.cu.2202,0,71160,20220121143100000,exitlong
SHFE.cu.2202,-1,71130,20220121143200000,entershort
SHFE.cu.2202,0,71150,20220121143400000,exitshort
SHFE.cu.2202,1,71180,20220121143500000,enterlong
SHFE.cu.2202,0,71160,20220121143600000,exitlong
SHFE.cu.2202,1,71170,20220121144400000,enterlong
SHFE.cu.2202,0,71200,20220121144600000,exitlong
SHFE.cu.2202,1,71220,20220121144700000,enterlong
SHFE.cu.2202,0,71180,20220121144800000,exitlong
SHFE.cu.2202,1,71200,20220121145200000,enterlong
SHFE.cu.2202,0,71240,20220121145600000,exitlong
SHFE.cu.2202,-1,71230,20220121145700000,entershort
SHFE.cu.2202,0,71120,20220121210100000,exitshort
SHFE.cu.2202,-1,71120,20220121210200000,entershort
SHFE.cu.2202,0,71120,20220121210400000,exitshort
SHFE.cu.2202,-1,71080,20220121210500000,entershort
SHFE.cu.2202,0,71080,20220121210600000,exitshort
SHFE.cu.2202,1,71150,20220121210700000,enterlong
SHFE.cu.2202,0,71160,20220121210900000,exitlong
SHFE.cu.2202,-1,71180,20220121211000000,entershort
SHFE.cu.2202,0,71210,20220121211300000,exitshort
SHFE.cu.2202,1,71250,20220121211400000,enterlong
SHFE.cu.2202,0,71310,20220121211600000,exitlong
SHFE.cu.2202,-1,71250,20220121211700000,entershort
SHFE.cu.2202,0,71290,20220121212000000,exitshort
SHFE.cu.2202,1,71280,20220121212100000,enterlong
SHFE.cu.2202,0,71550,20220121213200000,exitlong
SHFE.cu.2202,1,71620,20220121213600000,enterlong
SHFE.cu.2202,0,71800,20220121215300000,exitlong
SHFE.cu.2202,-1,71750,20220121215400000,entershort
SHFE.cu.2202,0,71680,20220121215600000,exitshort
SHFE.cu.2202,1,71730,20220121215700000,enterlong
SHFE.cu.2202,0,71730,20220121220300000,exitlong
SHFE.cu.2202,-1,71680,20220121220400000,entershort
SHFE.cu.2202,0,71750,20220121220600000,exitshort
SHFE.cu.2202,-1,71670,20220121221200000,entershort
SHFE.cu.2202,0,71720,20220121221400000,exitshort
SHFE.cu.2202,-1,71710,20220121221500000,entershort
SHFE.cu.2202,0,71740,20220121221600000,exitshort
SHFE.cu.2202,1,71760,20220121221700000,enterlong
SHFE.cu.2202,0,71750,20220121221900000,exitlong
SHFE.cu.2202,-1,71750,20220121222000000,entershort
SHFE.cu.2202,0,71790,20220121222300000,exitshort
SHFE.cu.2202,1,71830,20220121222400000,enterlong
SHFE.cu.2202,0,71850,20220121222600000,exitlong
SHFE.cu.2202,-1,71770,20220121222900000,entershort
SHFE.cu.2202,0,71760,20220121223200000,exitshort
