code,target,sigprice,gentime,usertag
SHFE.cu.HOT,0,67610,20210323091100000,exitlong
SHFE.cu.HOT,-1,67590,20210323091200000,entershort
SHFE.cu.HOT,0,67580,20210323091400000,exitshort
SHFE.cu.HOT,1,67660,20210323091500000,enterlong
SHFE.cu.HOT,0,67650,20210323091600000,exitlong
SHFE.cu.HOT,-1,67610,20210323091700000,entershort
SHFE.cu.HOT,0,67570,20210323092100000,exitshort
SHFE.cu.HOT,-1,67520,20210323092200000,entershort
SHFE.cu.HOT,0,67560,20210323092600000,exitshort
SHFE.cu.HOT,-1,67510,20210323092700000,entershort
SHFE.cu.HOT,0,67330,20210323093600000,exitshort
SHFE.cu.HOT,-1,67300,20210323094700000,entershort
SHFE.cu.HOT,0,67240,20210323095400000,exitshort
SHFE.cu.HOT,1,67280,20210323095600000,enterlong
SHFE.cu.HOT,0,67230,20210323100100000,exitlong
SHFE.cu.HOT,1,67240,20210323100200000,enterlong
SHFE.cu.HOT,0,67250,20210323100400000,exitlong
SHFE.cu.HOT,1,67260,20210323100500000,enterlong
SHFE.cu.HOT,0,67290,20210323100600000,exitlong
SHFE.cu.HOT,-1,67250,20210323100700000,entershort
SHFE.cu.HOT,0,67200,20210323101000000,exitshort
SHFE.cu.HOT,1,67230,20210323101100000,enterlong
SHFE.cu.HOT,0,67260,20210323101400000,exitlong
SHFE.cu.HOT,-1,67200,20210323101500000,entershort
SHFE.cu.HOT,0,67090,20210323103100000,exitshort
SHFE.cu.HOT,-1,67050,20210323103200000,entershort
SHFE.cu.HOT,0,66990,20210323103400000,exitshort
SHFE.cu.HOT,-1,66930,20210323103500000,entershort
SHFE.cu.HOT,0,67020,20210323103600000,exitshort
SHFE.cu.HOT,1,67030,20210323103700000,enterlong
SHFE.cu.HOT,0,67050,20210323104300000,exitlong
SHFE.cu.HOT,-1,67020,20210323104500000,entershort
SHFE.cu.HOT,0,66610,20210323105100000,exitshort
SHFE.cu.HOT,-1,66460,20210323105300000,entershort
SHFE.cu.HOT,0,66570,20210323105400000,exitshort
SHFE.cu.HOT,1,66670,20210323105500000,enterlong
SHFE.cu.HOT,0,66680,20210323110000000,exitlong
SHFE.cu.HOT,-1,66610,20210323110100000,entershort
SHFE.cu.HOT,0,66690,20210323110200000,exitshort
SHFE.cu.HOT,-1,66780,20210323112100000,entershort
SHFE.cu.HOT,0,66710,20210323112700000,exitshort
SHFE.cu.HOT,1,66740,20210323112800000,enterlong
SHFE.cu.HOT,0,66840,20210323113000000,exitlong
SHFE.cu.HOT,1,66780,20210323133100000,enterlong
SHFE.cu.HOT,0,66850,20210323133600000,exitlong
SHFE.cu.HOT,-1,66830,20210323133800000,entershort
SHFE.cu.HOT,0,66890,20210323134000000,exitshort
SHFE.cu.HOT,1,66940,20210323134100000,enterlong
SHFE.cu.HOT,0,66870,20210323134300000,exitlong
SHFE.cu.HOT,-1,66850,20210323134400000,entershort
SHFE.cu.HOT,0,66830,20210323134700000,exitshort
SHFE.cu.HOT,-1,66800,20210323134900000,entershort
SHFE.cu.HOT,0,66850,20210323135000000,exitshort
SHFE.cu.HOT,1,66880,20210323135100000,enterlong
SHFE.cu.HOT,0,66850,20210323135200000,exitlong
SHFE.cu.HOT,-1,66810,20210323135400000,entershort
SHFE.cu.HOT,0,66780,20210323135700000,exitshort
SHFE.cu.HOT,-1,66810,20210323135900000,entershort
SHFE.cu.HOT,0,66760,20210323140200000,exitshort
SHFE.cu.HOT,-1,66730,20210323140500000,entershort
SHFE.cu.HOT,0,66700,20210323141200000,exitshort
SHFE.cu.HOT,-1,66660,20210323141300000,entershort
SHFE.cu.HOT,0,66660,20210323141400000,exitshort
SHFE.cu.HOT,1,66700,20210323141500000,enterlong
SHFE.cu.HOT,0,66690,20210323141600000,exitlong
SHFE.cu.HOT,-1,66670,20210323141800000,entershort
SHFE.cu.HOT,0,66700,20210323141900000,exitshort
SHFE.cu.HOT,1,66770,20210323142000000,enterlong
SHFE.cu.HOT,0,66740,20210323142100000,exitlong
SHFE.cu.HOT,1,66760,20210323142200000,enterlong
SHFE.cu.HOT,0,66740,20210323142300000,exitlong
SHFE.cu.HOT,1,66770,20210323142400000,enterlong
SHFE.cu.HOT,0,66770,20210323142500000,exitlong
SHFE.cu.HOT,1,66780,20210323142600000,enterlong
SHFE.cu.HOT,0,66990,20210323142900000,exitlong
SHFE.cu.HOT,1,67040,20210323143000000,enterlong
SHFE.cu.HOT,0,67020,20210323143200000,exitlong
SHFE.cu.HOT,1,67000,20210323143800000,enterlong
SHFE.cu.HOT,0,67010,20210323144400000,exitlong
SHFE.cu.HOT,1,67040,20210323144500000,enterlong
SHFE.cu.HOT,0,66980,20210323144600000,exitlong
SHFE.cu.HOT,-1,66990,20210323144900000,entershort
SHFE.cu.HOT,0,67010,20210323145000000,exitshort
SHFE.cu.HOT,1,66990,20210323145100000,enterlong
SHFE.cu.HOT,0,67010,20210323145200000,exitlong
SHFE.cu.HOT,1,67090,20210323145700000,enterlong
SHFE.cu.HOT,0,67040,20210323145800000,exitlong
SHFE.cu.HOT,-1,67010,20210323145900000,entershort
SHFE.cu.HOT,0,67040,20210323150000000,exitshort
SHFE.cu.HOT,1,66740,20210323210100000,enterlong
SHFE.cu.HOT,0,66680,20210323210200000,exitlong
SHFE.cu.HOT,1,66710,20210323210300000,enterlong
SHFE.cu.HOT,0,66740,20210323210500000,exitlong
SHFE.cu.HOT,1,66790,20210323210600000,enterlong
SHFE.cu.HOT,0,66730,20210323210700000,exitlong
SHFE.cu.HOT,-1,66710,20210323210800000,entershort
SHFE.cu.HOT,0,66710,20210323211000000,exitshort
SHFE.cu.HOT,1,66760,20210323211100000,enterlong
SHFE.cu.HOT,0,66690,20210323211200000,exitlong
SHFE.cu.HOT,1,66720,20210323211800000,enterlong
SHFE.cu.HOT,0,66720,20210323212100000,exitlong
SHFE.cu.HOT,1,66730,20210323213000000,enterlong
SHFE.cu.HOT,0,66660,20210323213100000,exitlong
SHFE.cu.HOT,1,66690,20210323213200000,enterlong
SHFE.cu.HOT,0,66670,20210323213300000,exitlong
SHFE.cu.HOT,1,66700,20210323213400000,enterlong
SHFE.cu.HOT,0,66670,20210323213500000,exitlong
SHFE.cu.HOT,1,66740,20210323213600000,enterlong
SHFE.cu.HOT,0,66730,20210323213700000,exitlong
SHFE.cu.HOT,1,66770,20210323213800000,enterlong
SHFE.cu.HOT,0,66900,20210323214000000,exitlong
SHFE.cu.HOT,-1,66870,20210323214100000,entershort
SHFE.cu.HOT,0,66890,20210323214300000,exitshort
SHFE.cu.HOT,-1,66840,20210323214400000,entershort
SHFE.cu.HOT,0,66830,20210323214700000,exitshort
SHFE.cu.HOT,1,66850,20210323214800000,enterlong
SHFE.cu.HOT,0,66820,20210323214900000,exitlong
SHFE.cu.HOT,-1,66820,20210323215000000,entershort
SHFE.cu.HOT,0,66840,20210323215100000,exitshort
SHFE.cu.HOT,-1,66820,20210323215200000,entershort
SHFE.cu.HOT,0,66760,20210323215800000,exitshort
SHFE.cu.HOT,1,66810,20210323215900000,enterlong
SHFE.cu.HOT,0,66780,20210323220000000,exitlong
SHFE.cu.HOT,-1,66800,20210323220100000,entershort
SHFE.cu.HOT,0,66710,20210323220900000,exitshort
SHFE.cu.HOT,1,66720,20210323221000000,enterlong
SHFE.cu.HOT,0,66680,20210323221100000,exitlong
SHFE.cu.HOT,1,66730,20210323221200000,enterlong
SHFE.cu.HOT,0,66720,20210323221300000,exitlong
SHFE.cu.HOT,1,66710,20210323221400000,enterlong
SHFE.cu.HOT,0,66820,20210323222000000,exitlong
SHFE.cu.HOT,1,66790,20210323222100000,enterlong
SHFE.cu.HOT,0,66800,20210323222500000,exitlong
SHFE.cu.HOT,-1,66770,20210323222700000,entershort
SHFE.cu.HOT,0,66750,20210323223200000,exitshort
SHFE.cu.HOT,-1,66740,20210323223300000,entershort
SHFE.cu.HOT,0,66760,20210323223500000,exitshort
SHFE.cu.HOT,-1,66740,20210323223600000,entershort
SHFE.cu.HOT,0,66700,20210323223900000,exitshort
SHFE.cu.HOT,1,66720,20210323224000000,enterlong
SHFE.cu.HOT,0,66720,20210323224100000,exitlong
SHFE.cu.HOT,-1,66680,20210323224200000,entershort
SHFE.cu.HOT,0,66720,20210323224400000,exitshort
SHFE.cu.HOT,-1,66730,20210323224500000,entershort
SHFE.cu.HOT,0,66720,20210323224700000,exitshort
SHFE.cu.HOT,1,66730,20210323224800000,enterlong
SHFE.cu.HOT,0,66760,20210323225000000,exitlong
SHFE.cu.HOT,-1,66730,20210323225100000,entershort
SHFE.cu.HOT,0,66740,20210323225200000,exitshort
SHFE.cu.HOT,1,66770,20210323225300000,enterlong
SHFE.cu.HOT,0,66760,20210323225700000,exitlong
SHFE.cu.HOT,-1,66720,20210323225900000,entershort
SHFE.cu.HOT,0,66600,20210323230300000,exitshort
SHFE.cu.HOT,-1,66590,20210323230400000,entershort
SHFE.cu.HOT,0,66640,20210323230700000,exitshort
SHFE.cu.HOT,1,66670,20210323230800000,enterlong
SHFE.cu.HOT,0,66670,20210323231000000,exitlong
SHFE.cu.HOT,1,66690,20210323231100000,enterlong
SHFE.cu.HOT,0,66720,20210323231300000,exitlong
SHFE.cu.HOT,1,66740,20210323231400000,enterlong
SHFE.cu.HOT,0,66730,20210323231700000,exitlong
SHFE.cu.HOT,1,66750,20210323231800000,enterlong
SHFE.cu.HOT,0,66750,20210323232000000,exitlong
SHFE.cu.HOT,-1,66730,20210323232800000,entershort
SHFE.cu.HOT,0,66690,20210323233200000,exitshort
SHFE.cu.HOT,-1,66670,20210323233300000,entershort
SHFE.cu.HOT,0,66700,20210323233500000,exitshort
SHFE.cu.HOT,-1,66670,20210323233600000,entershort
SHFE.cu.HOT,0,66670,20210323233700000,exitshort
SHFE.cu.HOT,1,66670,20210323233800000,enterlong
SHFE.cu.HOT,0,66670,20210323234000000,exitlong
SHFE.cu.HOT,1,66650,20210323234300000,enterlong
SHFE.cu.HOT,0,66660,20210323234500000,exitlong
SHFE.cu.HOT,1,66660,20210323234600000,enterlong
SHFE.cu.HOT,0,66670,20210323234800000,exitlong
SHFE.cu.HOT,1,66720,20210323234900000,enterlong
SHFE.cu.HOT,0,66730,20210323235000000,exitlong
SHFE.cu.HOT,-1,66720,20210323235100000,entershort
SHFE.cu.HOT,0,66720,20210323235300000,exitshort
SHFE.cu.HOT,-1,66710,20210323235500000,entershort
SHFE.cu.HOT,0,66710,20210323235700000,exitshort
SHFE.cu.HOT,-1,66710,20210323235800000,entershort
SHFE.cu.HOT,0,66730,20210323235900000,exitshort
SHFE.cu.HOT,1,66730,20210324000000000,enterlong
SHFE.cu.HOT,0,66730,20210324000100000,exitlong
SHFE.cu.HOT,1,66740,20210324000200000,enterlong
SHFE.cu.HOT,0,66740,20210324000300000,exitlong
SHFE.cu.HOT,-1,66730,20210324000400000,entershort
SHFE.cu.HOT,0,66700,20210324000500000,exitshort
SHFE.cu.HOT,1,66670,20210324000600000,enterlong
SHFE.cu.HOT,0,66640,20210324000700000,exitlong
SHFE.cu.HOT,1,66640,20210324000800000,enterlong
SHFE.cu.HOT,0,66620,20210324000900000,exitlong
SHFE.cu.HOT,1,66630,20210324001000000,enterlong
SHFE.cu.HOT,0,66580,20210324001100000,exitlong
SHFE.cu.HOT,-1,66580,20210324001200000,entershort
SHFE.cu.HOT,0,66600,20210324001400000,exitshort
SHFE.cu.HOT,-1,66570,20210324001600000,entershort
SHFE.cu.HOT,0,66630,20210324001900000,exitshort
SHFE.cu.HOT,-1,66590,20210324002200000,entershort
SHFE.cu.HOT,0,66640,20210324002400000,exitshort
SHFE.cu.HOT,1,66650,20210324002600000,enterlong
SHFE.cu.HOT,0,66630,20210324002800000,exitlong
SHFE.cu.HOT,-1,66620,20210324003200000,entershort
SHFE.cu.HOT,0,66620,20210324003600000,exitshort
SHFE.cu.HOT,1,66620,20210324003800000,enterlong
SHFE.cu.HOT,0,66640,20210324004000000,exitlong
SHFE.cu.HOT,-1,66630,20210324004100000,entershort
SHFE.cu.HOT,0,66540,20210324005200000,exitshort
SHFE.cu.HOT,1,66570,20210324005300000,enterlong
SHFE.cu.HOT,0,66590,20210324005500000,exitlong
SHFE.cu.HOT,1,66610,20210324005600000,enterlong
SHFE.cu.HOT,0,66600,20210324005700000,exitlong
SHFE.cu.HOT,1,66600,20210324005800000,enterlong
SHFE.cu.HOT,0,66630,20210324005900000,exitlong
SHFE.cu.HOT,1,66670,20210324010000000,enterlong
SHFE.cu.HOT,0,66250,20210324090100000,exitlong
SHFE.cu.HOT,-1,66220,20210324090200000,entershort
SHFE.cu.HOT,0,66280,20210324090300000,exitshort
SHFE.cu.HOT,-1,66200,20210324090400000,entershort
SHFE.cu.HOT,0,66240,20210324090500000,exitshort
SHFE.cu.HOT,1,66330,20210324091100000,enterlong
SHFE.cu.HOT,0,66360,20210324092300000,exitlong
SHFE.cu.HOT,-1,66320,20210324092400000,entershort
SHFE.cu.HOT,0,66370,20210324092600000,exitshort
SHFE.cu.HOT,1,66290,20210324093000000,enterlong
SHFE.cu.HOT,0,66360,20210324093500000,exitlong
SHFE.cu.HOT,-1,66370,20210324093600000,entershort
SHFE.cu.HOT,0,66410,20210324093700000,exitshort
SHFE.cu.HOT,1,66410,20210324093800000,enterlong
SHFE.cu.HOT,0,66450,20210324094100000,exitlong
SHFE.cu.HOT,1,66440,20210324094200000,enterlong
SHFE.cu.HOT,0,66420,20210324094300000,exitlong
SHFE.cu.HOT,-1,66390,20210324094400000,entershort
SHFE.cu.HOT,0,66360,20210324094700000,exitshort
SHFE.cu.HOT,-1,66330,20210324094800000,entershort
SHFE.cu.HOT,0,66360,20210324094900000,exitshort
SHFE.cu.HOT,1,66350,20210324095000000,enterlong
SHFE.cu.HOT,0,66340,20210324095100000,exitlong
SHFE.cu.HOT,-1,66350,20210324095200000,entershort
SHFE.cu.HOT,0,66350,20210324095300000,exitshort
SHFE.cu.HOT,-1,66370,20210324095500000,entershort
SHFE.cu.HOT,0,66300,20210324100000000,exitshort
SHFE.cu.HOT,-1,66310,20210324100100000,entershort
SHFE.cu.HOT,0,66330,20210324100200000,exitshort
SHFE.cu.HOT,-1,66320,20210324100300000,entershort
SHFE.cu.HOT,0,66290,20210324100500000,exitshort
SHFE.cu.HOT,1,66270,20210324100600000,enterlong
SHFE.cu.HOT,0,66210,20210324100700000,exitlong
SHFE.cu.HOT,1,66240,20210324100800000,enterlong
SHFE.cu.HOT,0,66260,20210324101500000,exitlong
SHFE.cu.HOT,-1,66140,20210324103100000,entershort
SHFE.cu.HOT,0,66110,20210324103300000,exitshort
SHFE.cu.HOT,-1,66090,20210324103400000,entershort
SHFE.cu.HOT,0,66140,20210324103600000,exitshort
SHFE.cu.HOT,1,66160,20210324103700000,enterlong
SHFE.cu.HOT,0,66260,20210324104100000,exitlong
SHFE.cu.HOT,1,66300,20210324104300000,enterlong
SHFE.cu.HOT,0,66280,20210324104400000,exitlong
SHFE.cu.HOT,1,66300,20210324104600000,enterlong
SHFE.cu.HOT,0,66360,20210324105000000,exitlong
SHFE.cu.HOT,-1,66300,20210324105100000,entershort
SHFE.cu.HOT,0,66330,20210324105200000,exitshort
SHFE.cu.HOT,-1,66310,20210324105300000,entershort
SHFE.cu.HOT,0,66300,20210324105500000,exitshort
SHFE.cu.HOT,-1,66280,20210324105600000,entershort
SHFE.cu.HOT,0,66300,20210324105700000,exitshort
SHFE.cu.HOT,-1,66260,20210324105800000,entershort
SHFE.cu.HOT,0,66290,20210324110400000,exitshort
SHFE.cu.HOT,1,66270,20210324110900000,enterlong
SHFE.cu.HOT,0,66260,20210324111000000,exitlong
SHFE.cu.HOT,-1,66240,20210324111100000,entershort
SHFE.cu.HOT,0,66290,20210324111200000,exitshort
SHFE.cu.HOT,-1,66260,20210324111300000,entershort
SHFE.cu.HOT,0,66270,20210324112000000,exitshort
SHFE.cu.HOT,1,66290,20210324112100000,enterlong
SHFE.cu.HOT,0,66280,20210324112200000,exitlong
SHFE.cu.HOT,-1,66270,20210324112300000,entershort
SHFE.cu.HOT,0,66280,20210324112400000,exitshort
SHFE.cu.HOT,1,66280,20210324112500000,enterlong
SHFE.cu.HOT,0,66280,20210324112600000,exitlong
SHFE.cu.HOT,1,66270,20210324112700000,enterlong
SHFE.cu.HOT,0,66270,20210324112800000,exitlong
SHFE.cu.HOT,1,66330,20210324112900000,enterlong
